,Restaurant_id,Ranking,Rating,Number_of_Reviews,Cuisine_Style_Number,Price_Range_Number,another_rest_city_number,review_len,Time_delta,Vegetarian Friendly,European,Mediterranean,Italian,Vegan Options,Gluten Free Options,Bar,French,Asian,Population,purchasing_power,Population_Per_Restaurant
617,id_5361,5362.0,4.0,58.0,1,2.0,4897,69,282,0,0,0,1,0,0,0,0,0,2148271,22,438.6912395344088
618,id_528,529.0,4.0,97.0,3,2.0,2155,91,163,1,0,0,0,1,0,0,0,1,3769495,8,1749.185614849188
619,id_430,431.0,4.5,907.0,3,1.0,5757,119,23,0,1,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
620,id_3649,3658.0,3.5,19.0,3,2.0,1443,86,258,0,1,0,0,0,0,0,0,0,1324277,31,917.7248787248787
621,id_661,662.0,3.5,1332.0,7,2.0,2734,109,32,1,1,1,0,0,1,0,0,0,1620343,30,592.6638624725676
622,id_5817,5818.0,4.0,52.0,2,3.0,4897,95,167,0,0,0,0,0,0,0,0,1,2148271,22,438.6912395344088
623,id_8222,8231.0,5.0,7.0,1,1.8140461055372596,5757,70,7,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
624,id_13389,13399.0,4.0,16.0,3,2.0,5757,72,6,0,1,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
625,id_197,198.0,4.5,6.0,2,2.0,301,91,63,0,0,0,0,0,0,0,0,0,437726,39,1454.2392026578073
626,id_14953,14964.0,3.5,11.0,1,1.8140461055372596,5757,53,37,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
627,id_9835,9837.0,3.5,71.0,5,1.0,4897,73,6,1,0,1,0,0,0,0,0,0,2148271,22,438.6912395344088
628,id_2177,2180.0,3.5,110.0,4,2.0,1300,107,67,0,1,1,0,0,0,0,0,0,505526,48,388.86615384615385
629,id_3991,3998.0,4.5,48.0,3,2.0,5757,77,1,1,0,0,0,1,0,0,0,0,8909081,24,1547.5214521452144
630,id_925,926.0,5.0,3.0,1,1.8140461055372596,513,8,150,0,0,0,0,0,0,0,0,0,287591,42,560.6062378167642
631,id_4477,4479.0,4.0,14.0,1,1.8140461055372596,3108,36,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
632,id_492,493.0,4.0,95.0,4,1.0,1060,80,28,1,0,0,0,1,0,0,0,0,1208542,15,1140.133962264151
633,id_9638,9647.0,3.5,64.0,3,2.0,5757,90,230,1,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
634,id_7756,7763.0,3.0,18.0,1,1.8140461055372596,3108,75,-114,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
635,id_2982,2984.0,3.5,132.0,2,2.0,2133,68,252,0,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
636,id_7646,7647.0,4.0,30.0,1,1.8140461055372596,4897,72,126,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
637,id_792,793.0,4.0,381.0,4,2.0,5757,92,8,1,0,0,0,1,1,0,0,0,8909081,24,1547.5214521452144
638,id_1025,1026.0,4.5,3.0,1,1.8140461055372596,727,45,150,0,0,0,0,0,0,0,0,0,1793579,29,2467.0962861072903
639,id_1862,1863.0,4.5,89.0,4,2.0,2078,86,137,1,0,1,1,0,0,0,0,0,2860009,37,1376.327718960539
640,id_182,183.0,4.0,825.0,3,1.0,1300,78,22,0,1,0,0,0,0,0,0,0,505526,48,388.86615384615385
641,id_1889,1890.0,4.5,24.0,2,2.0,2734,8,150,0,0,1,0,0,0,0,0,0,1620343,30,592.6638624725676
642,id_12247,12249.0,3.0,2.0,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
643,id_5624,5626.0,4.0,6.0,1,1.8140461055372596,2155,95,1094,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
644,id_1674,1679.0,4.0,26.0,2,2.0,1086,89,38,0,0,1,0,0,0,0,0,0,872680,19,803.572744014733
645,id_936,938.0,4.0,11.0,2,1.0,628,88,-164,0,0,0,0,0,0,0,0,0,664046,53,1057.3980891719746
646,id_2170,2171.0,4.0,5.0,1,1.8140461055372596,892,8,150,0,0,0,0,0,0,0,0,0,516092,70,578.5784753363229
647,id_2753,2755.0,4.0,60.0,1,1.0,2133,80,168,0,0,0,0,0,0,1,0,0,1399860,40,656.2869198312236
648,id_547,548.0,4.0,97.0,4,2.0,820,86,13,1,1,0,0,0,0,1,0,0,975904,13,1190.1268292682928
649,id_1879,1882.0,4.0,33.0,2,1.0,1300,94,177,1,0,0,0,0,1,0,0,0,505526,48,388.86615384615385
650,id_874,876.0,3.5,78.0,2,2.0,628,103,300,0,0,1,0,0,0,0,0,0,664046,53,1057.3980891719746
651,id_565,566.0,4.0,35.0,4,2.0,1060,69,160,0,1,1,0,0,0,0,0,0,1208542,15,1140.133962264151
652,id_1441,1442.0,5.0,49.0,4,2.0,4897,102,8,1,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
653,id_2387,2392.0,4.5,3.0,2,1.8140461055372596,1443,126,520,0,1,0,0,0,0,0,0,0,1324277,31,917.7248787248787
654,id_3270,3271.0,4.0,85.0,2,2.0,2078,8,150,0,0,0,1,0,0,0,0,0,2860009,37,1376.327718960539
655,id_1941,1943.0,4.0,47.0,1,1.8140461055372596,2133,8,150,0,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
656,id_4208,4210.0,3.5,23.0,1,2.0,2155,91,260,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
657,id_1512,1514.0,4.0,34.0,2,2.0,727,90,-177,0,0,0,0,0,0,0,0,1,1793579,29,2467.0962861072903
658,id_4362,4363.0,4.5,32.0,1,2.0,4897,100,351,0,0,0,0,0,1,0,0,0,2148271,22,438.6912395344088
659,id_553,554.0,4.5,66.0,4,2.0,1300,88,57,1,1,1,1,0,0,0,0,0,505526,48,388.86615384615385
660,id_321,322.0,4.0,15.0,1,1.8140461055372596,301,56,297,0,0,0,0,0,0,0,0,0,437726,39,1454.2392026578073
661,id_655,656.0,4.5,187.0,6,2.0,4897,91,6,1,0,0,0,1,0,0,0,1,2148271,22,438.6912395344088
662,id_7921,7928.0,3.0,13.0,1,1.8140461055372596,3108,8,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
663,id_1,2.0,4.5,418.0,5,2.0,538,61,2,1,0,0,0,1,1,0,0,1,415215,2,771.7750929368029
664,id_741,742.0,4.5,20.0,2,1.0,659,71,119,1,0,0,0,0,0,0,0,0,794128,10,1205.050075872534
665,id_2540,2545.0,3.0,2.0,1,1.8140461055372596,949,67,150,0,0,0,0,0,0,0,0,0,1845229,7,1944.3930453108535
666,id_822,823.0,4.0,34.0,2,2.0,949,83,233,0,0,0,0,0,0,0,0,0,1845229,7,1944.3930453108535
667,id_683,684.0,5.0,9.0,3,1.0,816,111,0,0,0,0,1,0,0,0,0,0,1752286,51,2147.4093137254904
668,id_2889,2890.0,4.5,15.0,2,1.0,2078,8,150,0,0,0,1,0,0,0,0,0,2860009,37,1376.327718960539
669,id_8235,8236.0,5.0,120.14637277979884,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
670,id_602,603.0,4.0,135.0,5,2.0,673,64,5,1,0,0,0,0,1,0,0,1,554554,27,824.0029717682021
671,id_559,560.0,3.5,304.0,3,2.0,628,88,12,1,0,1,0,0,0,0,0,0,664046,53,1057.3980891719746
672,id_11306,11316.0,3.5,47.0,5,2.0,5757,90,53,0,1,1,0,0,0,1,0,0,8909081,24,1547.5214521452144
673,id_2851,2853.0,5.0,4.0,1,1.8140461055372596,2155,120,237,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
674,id_2406,2408.0,4.0,184.0,2,2.0,2133,100,909,0,0,0,1,0,0,0,0,0,1399860,40,656.2869198312236
675,id_890,894.0,4.5,4.0,1,1.8140461055372596,538,68,131,0,0,0,0,0,0,0,0,0,415215,2,771.7750929368029
676,id_2233,2236.0,3.0,21.0,1,1.8140461055372596,820,59,20,0,0,0,0,0,0,0,0,0,975904,13,1190.1268292682928
677,id_6090,6099.0,3.5,136.0,3,2.0,5757,85,3,1,0,0,0,0,0,0,0,1,8909081,24,1547.5214521452144
678,id_874,875.0,4.5,4.0,1,1.8140461055372596,443,8,150,0,0,0,0,0,0,0,0,0,779115,36,1758.7246049661399
679,id_3705,3712.0,4.0,187.0,3,2.0,5757,84,79,1,0,1,0,0,0,0,0,0,8909081,24,1547.5214521452144
680,id_469,470.0,4.5,69.0,3,2.0,2155,74,74,1,0,0,0,1,0,0,0,0,3769495,8,1749.185614849188
681,id_2944,2946.0,5.0,4.0,1,1.8140461055372596,2155,105,30,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
682,id_1188,1189.0,4.0,173.0,7,2.0,2078,73,21,1,0,0,0,1,1,0,0,0,2860009,37,1376.327718960539
683,id_6032,6034.0,3.5,16.0,1,2.0,2155,89,111,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
684,id_580,581.0,4.5,3.0,2,1.8140461055372596,301,52,150,0,1,0,0,0,0,0,0,0,437726,39,1454.2392026578073
685,id_4999,5000.0,4.0,128.0,4,2.0,4897,111,51,1,0,0,0,1,0,0,0,1,2148271,22,438.6912395344088
686,id_2243,2247.0,3.0,86.0,2,2.0,820,83,178,0,0,0,0,0,0,0,0,0,975904,13,1190.1268292682928
687,id_2793,2794.0,4.5,82.0,1,1.0,2078,67,150,0,0,0,0,0,0,0,0,0,2860009,37,1376.327718960539
688,id_7425,7426.0,2.5,55.0,2,1.0,2734,104,34,0,0,1,0,0,0,0,0,0,1620343,30,592.6638624725676
689,id_1033,1035.0,3.5,230.0,3,2.0,673,111,3,0,1,0,0,0,0,0,0,0,554554,27,824.0029717682021
690,id_4082,4084.0,4.0,18.0,3,2.0,2155,75,240,0,0,0,0,1,1,0,0,0,3769495,8,1749.185614849188
691,id_820,821.0,4.0,130.0,5,2.0,1166,112,132,0,1,0,0,0,0,1,0,0,2600000,21,2229.8456260720413
692,id_15646,15658.0,2.5,3.0,1,1.8140461055372596,5757,86,290,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
693,id_3038,3041.0,3.5,15.0,2,2.0,1300,50,150,0,1,0,0,0,0,0,0,0,505526,48,388.86615384615385
694,id_9466,9468.0,4.5,10.0,1,1.0,4897,36,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
695,id_1615,1616.0,4.0,83.0,3,2.0,2734,77,13,1,0,1,0,1,0,0,0,0,1620343,30,592.6638624725676
696,id_2089,2091.0,4.5,103.0,3,2.0,2133,109,155,0,0,1,1,0,0,0,0,0,1399860,40,656.2869198312236
697,id_48,49.0,4.5,1724.0,8,2.0,2078,92,0,1,1,1,1,1,1,0,0,0,2860009,37,1376.327718960539
698,id_815,816.0,5.0,7.0,1,1.8140461055372596,816,105,40,0,0,0,0,0,0,0,0,0,1752286,51,2147.4093137254904
699,id_2936,2939.0,4.0,126.50617283950618,1,1.8140461055372596,1300,8,150,0,0,0,0,0,0,0,0,0,505526,48,388.86615384615385
700,id_12307,12317.0,3.5,63.0,5,2.0,5757,113,31,1,0,0,0,0,0,0,0,1,8909081,24,1547.5214521452144
701,id_266,267.0,4.0,129.0,4,3.0,513,87,-156,1,1,1,0,0,0,0,0,0,287591,42,560.6062378167642
702,id_1811,1814.0,4.0,2.0,4,2.0,949,8,150,0,0,0,0,0,0,0,0,0,1845229,7,1944.3930453108535
703,id_977,986.0,4.0,16.0,1,2.0,893,95,269,0,0,0,0,0,0,0,0,0,1484226,6,1662.06718924972
704,id_14,15.0,4.0,1488.0,7,2.0,376,116,1,1,1,0,0,1,1,0,0,0,656229,9,1745.2898936170213
705,id_2016,2032.0,4.0,5.0,1,1.8140461055372596,893,44,150,0,0,0,0,0,0,0,0,0,1484226,6,1662.06718924972
706,id_5131,5134.0,3.5,35.0,1,1.0,3108,97,24,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
707,id_526,527.0,4.5,13.0,1,2.0,659,122,3,0,0,0,0,0,0,0,0,0,794128,10,1205.050075872534
708,id_1877,1878.0,4.0,159.1068090787717,1,1.8140461055372596,816,8,150,0,0,0,0,0,0,0,0,0,1752286,51,2147.4093137254904
709,id_111,112.0,4.5,1951.0,8,2.0,596,92,1,1,1,0,0,1,1,1,0,0,488050,16,818.8758389261745
710,id_4288,4291.0,3.5,13.0,4,1.8140461055372596,2133,73,559,0,0,0,1,0,0,0,0,0,1399860,40,656.2869198312236
711,id_12901,12911.0,3.5,4.0,2,2.0,5757,101,-3,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
712,id_4526,4527.0,3.5,154.0,3,2.0,4897,129,99,0,1,0,0,0,0,1,1,0,2148271,22,438.6912395344088
713,id_1556,1557.0,4.5,287.0,7,2.0,2078,113,3,1,1,1,1,0,1,0,0,0,2860009,37,1376.327718960539
714,id_1182,1176.0,5.0,3.0,2,1.8140461055372596,659,35,150,0,0,0,0,0,0,0,0,0,794128,10,1205.050075872534
715,id_305,306.0,4.5,175.0,1,1.8140461055372596,673,97,0,0,0,0,0,0,0,0,0,0,554554,27,824.0029717682021
716,id_2024,2025.0,4.5,93.0,3,2.0,4897,53,71,0,1,0,0,0,0,1,1,0,2148271,22,438.6912395344088
717,id_863,864.0,3.5,165.0,5,2.0,596,81,65,1,0,1,0,1,0,0,0,0,488050,16,818.8758389261745
718,id_3360,3361.0,4.0,61.0,3,1.0,2078,8,150,0,0,0,0,0,0,0,0,1,2860009,37,1376.327718960539
719,id_903,904.0,4.5,28.0,5,1.0,3108,67,58,1,0,0,1,0,0,0,0,0,3223334,23,1037.1087516087516
720,id_537,538.0,4.0,515.0,4,2.0,3108,63,78,1,0,0,0,1,1,0,0,0,3223334,23,1037.1087516087516
721,id_945,946.0,4.0,164.0,5,1.0,2155,79,82,1,1,1,1,0,0,0,0,0,3769495,8,1749.185614849188
722,id_7453,7454.0,3.5,3.0,1,1.8140461055372596,2734,34,150,0,0,0,0,0,0,0,0,0,1620343,30,592.6638624725676
723,id_2882,2883.0,2.5,393.0,3,2.0,1060,100,-28,0,1,0,0,0,0,0,1,0,1208542,15,1140.133962264151
724,id_3054,3057.0,4.0,13.0,1,2.0,1300,90,233,0,0,0,0,0,0,0,0,0,505526,48,388.86615384615385
725,id_4368,4370.0,4.0,24.0,2,1.0,3108,43,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
726,id_3150,3152.0,3.0,83.79287722586692,1,1.8140461055372596,1166,8,150,0,0,0,0,0,0,0,0,0,2600000,21,2229.8456260720413
727,id_2802,2808.0,3.5,19.0,2,2.0,1443,120,250,0,1,0,0,0,0,0,0,0,1324277,31,917.7248787248787
728,id_5169,5172.0,4.0,8.0,1,1.8140461055372596,3108,8,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
729,id_2074,2077.0,5.0,124.02886115444618,1,1.8140461055372596,1443,8,150,0,0,0,0,0,0,0,0,0,1324277,31,917.7248787248787
730,id_10381,10383.0,4.0,3.0,2,2.0,4897,47,150,0,0,0,0,0,0,1,0,0,2148271,22,438.6912395344088
731,id_12906,12916.0,3.0,8.0,1,1.8140461055372596,5757,67,465,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
732,id_1907,1923.0,3.5,46.0,1,1.8140461055372596,893,86,327,0,0,0,0,0,0,0,0,0,1484226,6,1662.06718924972
733,id_254,255.0,4.0,233.0,3,1.0,892,67,224,1,1,0,0,0,0,0,1,0,516092,70,578.5784753363229
734,id_1993,1998.0,4.5,12.0,1,1.8140461055372596,1086,77,2,0,0,0,0,0,0,0,0,0,872680,19,803.572744014733
735,id_2256,2261.0,4.5,273.0,5,2.0,5757,98,8,1,0,0,1,1,1,0,0,0,8909081,24,1547.5214521452144
736,id_686,687.0,4.5,26.0,1,1.8140461055372596,1060,130,39,0,0,0,0,0,0,0,0,0,1208542,15,1140.133962264151
737,id_1328,1330.0,4.0,237.0,1,1.8140461055372596,2133,96,-15,0,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
738,id_685,686.0,4.0,78.0,3,2.0,727,83,80,0,0,1,0,0,0,0,0,0,1793579,29,2467.0962861072903
739,id_373,374.0,4.0,75.27380952380952,1,1.8140461055372596,183,8,150,0,0,0,0,0,0,0,0,0,295504,32,1614.775956284153
740,id_994,995.0,4.5,12.0,6,1.0,727,67,299,1,1,0,0,0,0,0,0,0,1793579,29,2467.0962861072903
741,id_1968,1970.0,4.0,39.0,4,2.0,1166,75,48,0,1,0,0,0,0,0,0,0,2600000,21,2229.8456260720413
742,id_2468,2470.0,4.0,20.0,1,1.8140461055372596,3108,43,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
743,id_1004,1005.0,5.0,17.0,2,1.8140461055372596,816,97,276,0,1,0,0,0,0,0,0,0,1752286,51,2147.4093137254904
744,id_7153,7154.0,3.5,5.0,2,2.0,2734,8,150,0,0,1,0,0,0,0,0,0,1620343,30,592.6638624725676
745,id_605,606.0,4.0,8.0,2,2.0,376,95,22,0,0,0,0,0,0,0,0,0,656229,9,1745.2898936170213
746,id_963,965.0,4.0,306.0,2,2.0,2133,76,148,1,0,0,1,0,0,0,0,0,1399860,40,656.2869198312236
747,id_4501,4502.0,4.0,9.0,1,1.0,2734,116,398,0,0,0,0,0,0,0,0,0,1620343,30,592.6638624725676
748,id_2443,2449.0,4.0,12.0,1,2.0,1086,105,146,0,0,0,0,0,0,0,0,0,872680,19,803.572744014733
749,id_1665,1667.0,3.5,8.0,1,1.8140461055372596,628,99,83,0,0,0,0,0,0,0,0,0,664046,53,1057.3980891719746
750,id_323,324.0,5.0,41.0,6,2.0,1300,102,5,1,1,1,0,0,0,1,0,0,505526,48,388.86615384615385
751,id_869,870.0,4.0,8.0,2,3.0,513,83,81,0,1,0,0,0,0,0,0,0,287591,42,560.6062378167642
752,id_6936,6945.0,3.5,28.0,4,2.0,5757,70,2,1,0,0,0,0,0,1,0,0,8909081,24,1547.5214521452144
753,id_1579,1580.0,4.5,64.0,4,2.0,2078,8,150,1,0,0,1,1,0,0,0,0,2860009,37,1376.327718960539
754,id_1149,1150.0,4.5,53.0,2,2.0,3108,80,21,0,0,0,0,0,1,0,0,0,3223334,23,1037.1087516087516
755,id_12495,12497.0,3.0,8.0,1,1.8140461055372596,4897,112,74,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
756,id_871,873.0,4.5,69.0,3,2.0,2133,112,106,1,0,0,0,0,0,0,0,0,1399860,40,656.2869198312236
757,id_1498,1503.0,3.0,5.0,1,1.8140461055372596,538,8,150,0,0,0,0,0,0,0,0,0,415215,2,771.7750929368029
758,id_199,200.0,4.0,145.0,3,2.0,210,108,138,0,1,0,0,0,1,0,0,0,626108,4,2981.4666666666667
759,id_1468,1473.0,3.5,24.0,6,2.0,538,114,-15,0,0,0,0,0,0,1,0,0,415215,2,771.7750929368029
760,id_1856,1871.0,4.0,23.0,1,1.8140461055372596,893,57,665,0,0,0,0,0,0,0,0,0,1484226,6,1662.06718924972
761,id_1041,1042.0,4.0,37.0,3,1.8140461055372596,820,85,444,0,0,0,0,0,0,0,0,0,975904,13,1190.1268292682928
762,id_1394,1398.0,4.5,2.0,1,1.8140461055372596,673,30,150,0,0,0,0,0,0,0,0,0,554554,27,824.0029717682021
763,id_3303,3304.0,4.0,61.0,4,2.0,2734,105,232,1,1,1,0,0,0,0,0,0,1620343,30,592.6638624725676
764,id_522,523.0,4.5,40.0,8,2.0,816,58,0,1,1,0,0,0,0,1,0,0,1752286,51,2147.4093137254904
765,id_1672,1674.0,3.0,98.53820033955857,1,1.8140461055372596,628,8,150,0,0,0,0,0,0,0,0,0,664046,53,1057.3980891719746
766,id_30,31.0,4.5,142.0,2,3.0,481,121,177,0,1,0,0,0,0,0,1,0,201818,3,419.58004158004155
767,id_1144,1146.0,5.0,64.67638036809817,1,1.8140461055372596,727,53,150,0,0,0,0,0,0,0,0,0,1793579,29,2467.0962861072903
768,id_1789,1791.0,4.0,35.0,2,2.0,3108,83,18,1,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
769,id_7470,7476.0,4.0,5.0,3,1.0,3108,106,-140,1,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
770,id_1349,1351.0,4.5,3.0,1,1.8140461055372596,628,8,150,0,0,0,0,0,0,0,0,0,664046,53,1057.3980891719746
771,id_6319,6320.0,3.5,43.0,1,1.8140461055372596,2734,99,1640,0,0,0,0,0,0,0,0,0,1620343,30,592.6638624725676
772,id_268,269.0,4.0,637.0,4,2.0,673,83,4,1,1,0,0,0,1,0,0,0,554554,27,824.0029717682021
773,id_357,358.0,4.0,472.0,5,2.0,2133,122,101,1,0,1,1,1,0,0,0,0,1399860,40,656.2869198312236
774,id_5066,5067.0,4.0,288.0,3,2.0,4897,70,37,1,0,0,0,1,0,0,0,0,2148271,22,438.6912395344088
775,id_3260,3267.0,4.0,4.0,2,1.8140461055372596,1443,67,150,0,1,0,0,0,0,0,0,0,1324277,31,917.7248787248787
776,id_911,912.0,4.0,24.0,1,1.8140461055372596,820,116,446,0,0,0,0,0,0,0,0,0,975904,13,1190.1268292682928
777,id_1753,1756.0,4.0,77.9353562005277,1,1.8140461055372596,820,44,150,0,0,0,1,0,0,0,0,0,975904,13,1190.1268292682928
778,id_241,243.0,4.5,152.0,4,2.0,893,75,148,1,1,0,0,0,0,0,0,0,1484226,6,1662.06718924972
779,id_4049,4050.0,3.5,181.0,4,2.0,2078,91,110,1,0,0,0,1,0,0,0,1,2860009,37,1376.327718960539
780,id_9027,9029.0,4.5,2.0,1,1.8140461055372596,4897,82,7,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
781,id_7359,7368.0,4.5,17.0,2,1.0,5757,110,84,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
782,id_1716,1720.0,3.5,20.0,2,1.0,673,93,153,0,0,0,0,0,0,0,0,0,554554,27,824.0029717682021
783,id_159,160.0,4.5,264.0,5,2.0,513,113,14,1,0,0,0,1,1,0,0,1,287591,42,560.6062378167642
784,id_675,676.0,3.5,13.0,2,2.0,301,67,128,0,0,0,1,0,0,0,0,0,437726,39,1454.2392026578073
785,id_7011,7012.0,3.0,83.0,5,2.0,2734,71,17,0,1,1,0,0,0,1,0,0,1620343,30,592.6638624725676
786,id_4062,4064.0,5.0,100.05317324185249,1,1.8140461055372596,3108,8,150,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
787,id_10157,10166.0,5.0,4.0,2,2.0,5757,103,142,0,0,1,0,0,0,0,0,0,8909081,24,1547.5214521452144
788,id_403,404.0,4.5,275.0,3,2.0,673,89,2,1,0,0,0,0,0,0,0,1,554554,27,824.0029717682021
789,id_8307,8316.0,4.5,10.0,1,1.8140461055372596,5757,79,60,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
790,id_8166,8175.0,5.0,3.0,1,1.8140461055372596,5757,87,14,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
791,id_514,515.0,4.0,231.0,6,2.0,3108,113,52,1,1,1,0,1,1,0,0,0,3223334,23,1037.1087516087516
792,id_1684,1688.0,3.0,8.0,1,1.8140461055372596,673,67,-277,0,0,0,0,0,0,0,0,0,554554,27,824.0029717682021
793,id_592,593.0,4.0,106.0,3,2.0,659,73,25,1,0,0,0,0,0,0,0,1,794128,10,1205.050075872534
794,id_5137,5138.0,4.0,16.0,1,1.8140461055372596,4897,8,150,0,0,0,0,0,0,0,0,0,2148271,22,438.6912395344088
795,id_7284,7293.0,5.0,5.0,1,1.8140461055372596,5757,113,49,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
796,id_9772,9781.0,4.5,7.0,1,1.8140461055372596,5757,94,92,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
797,id_322,323.0,4.5,55.0,3,2.0,673,102,1,1,0,0,0,1,0,0,0,0,554554,27,824.0029717682021
798,id_427,428.0,3.5,19.0,1,1.8140461055372596,210,89,-144,0,0,0,0,0,0,0,0,0,626108,4,2981.4666666666667
799,id_40,41.0,4.5,834.0,6,2.0,596,88,0,1,0,1,0,1,1,0,0,0,488050,16,818.8758389261745
800,id_5611,5620.0,5.0,8.0,5,2.0,5757,78,20,0,1,1,0,0,0,0,0,0,8909081,24,1547.5214521452144
801,id_14351,14362.0,3.0,3.0,1,1.8140461055372596,5757,80,394,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
802,id_557,558.0,4.0,46.0,2,2.0,949,100,62,0,1,1,0,0,0,0,0,0,1845229,7,1944.3930453108535
803,id_758,759.0,4.5,44.0,5,1.0,2155,105,46,1,0,0,0,1,0,0,0,1,3769495,8,1749.185614849188
804,id_771,772.0,4.0,926.0,5,3.0,4897,63,26,1,1,0,0,1,1,0,1,0,2148271,22,438.6912395344088
805,id_1576,1577.0,4.0,24.0,1,1.0,816,103,382,0,0,0,0,0,0,0,0,0,1752286,51,2147.4093137254904
806,id_1903,1904.0,4.0,5.0,1,1.8140461055372596,892,8,150,0,0,0,1,0,0,0,0,0,516092,70,578.5784753363229
807,id_1705,1706.0,4.0,6.0,1,1.8140461055372596,816,78,63,0,0,0,0,0,0,0,0,0,1752286,51,2147.4093137254904
808,id_7608,7615.0,3.0,27.0,2,2.0,3108,116,108,0,0,0,0,0,0,0,0,0,3223334,23,1037.1087516087516
809,id_1827,1828.0,4.0,274.0,2,2.0,2078,65,26,0,0,0,0,0,0,1,0,0,2860009,37,1376.327718960539
810,id_5889,5898.0,4.0,41.0,4,2.0,5757,75,20,1,0,0,0,1,0,0,0,0,8909081,24,1547.5214521452144
811,id_997,998.0,4.0,367.0,6,2.0,2078,93,18,1,0,1,1,1,1,0,0,0,2860009,37,1376.327718960539
812,id_926,927.0,4.5,133.0,4,2.0,2734,109,41,1,0,1,1,0,1,0,0,0,1620343,30,592.6638624725676
813,id_1084,1085.0,4.5,15.0,1,1.8140461055372596,892,8,150,0,0,0,0,0,0,0,0,0,516092,70,578.5784753363229
814,id_8593,8602.0,3.5,110.0,3,2.0,5757,113,3,1,0,0,1,0,0,0,0,0,8909081,24,1547.5214521452144
815,id_10356,10365.0,3.5,65.0,2,2.0,5757,129,8,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
816,id_2228,2233.0,4.0,11.0,1,2.0,1443,65,25,0,0,0,0,0,0,0,0,0,1324277,31,917.7248787248787
817,id_6135,6137.0,3.0,11.0,1,1.0,2155,68,131,0,0,0,0,0,0,0,0,0,3769495,8,1749.185614849188
818,id_7183,7184.0,3.5,115.0,5,1.0,4897,110,50,0,1,1,0,0,0,1,0,0,2148271,22,438.6912395344088
819,id_214,215.0,4.0,1774.0,7,2.0,673,114,21,1,1,0,0,0,0,1,0,0,554554,27,824.0029717682021
820,id_934,936.0,4.5,28.0,3,2.0,628,53,28,1,0,1,0,0,0,0,0,0,664046,53,1057.3980891719746
821,id_15679,15691.0,2.5,25.0,1,1.0,5757,71,169,0,0,0,0,0,0,0,0,0,8909081,24,1547.5214521452144
822,id_3069,3076.0,4.0,2.0,1,1.8140461055372596,1443,33,150,0,0,0,0,0,0,0,0,0,1324277,31,917.7248787248787
823,id_2561,2567.0,3.5,89.0,5,2.0,1443,100,127,0,1,0,0,0,0,1,0,0,1324277,31,917.7248787248787
824,id_158,159.0,4.0,187.0,6,2.0,727,88,36,1,1,0,0,1,1,0,1,0,1793579,29,2467.0962861072903
825,id_2512,2514.0,3.5,65.0,3,2.0,1166,125,120,0,0,0,0,0,0,0,0,1,2600000,21,2229.8456260720413
826,id_1675,1676.0,4.0,41.0,7,2.0,1300,89,72,1,0,1,0,1,0,0,0,0,505526,48,388.86615384615385
